"fiscal_year","canonical_id","canonical_name","facility_name","facility_city","facility_state","detloc","facility_address","facility_zip","facility_type_detailed","facility_male_female","adp","source","facility_type_wiki","facility_aor","facility_average_length_of_stay_alos","adp_detainee_classification_level_a","adp_detainee_classification_level_b","adp_detainee_classification_level_c","adp_detainee_classification_level_d","adp_criminality_male_crim","adp_criminality_male_non_crim","adp_criminality_female_crim","adp_criminality_female_non_crim","adp_ice_threat_level_1","adp_ice_threat_level_2","adp_ice_threat_level_3","adp_no_ice_threat_level","adp_mandatory","inspections_guaranteed_minimum","inspections_last_inspection_type","inspections_last_inspection_standard","inspections_last_inspection_rating_final","inspections_last_inspection_date","inspections_second_to_last_inspection_type","inspections_second_to_last_inspection_standard","inspections_second_to_last_inspection_rating","inspections_second_to_last_inspection_date","sum_classification_levels","sum_criminality_levels","sum_threat_levels","share_non_crim","share_no_threat","inspections_odo_inspection_end_date","inspections_odo_last_inspection_standard","inspections_odo_final_rating","inspections_last_nakamoto_inspection_standard","inspections_last_nakamoto_inspection_rating_final","inspections_last_nakamoto_inspection_date","inspections_second_to_last_nakamoto_inspection_type","inspections_second_to_last_nakamoto_inspection_standard","inspections_second_to_last_nakamoto_inspection_date","inspections_last_inspection_end_date","inspections_pending_inspection","inspections_last_final_rating"
"FY15",346,"St. Clair County Jail","Saint Clair County Jail","Port Huron","MI","STCLAMI","1170 Michigan Road","48060","IGSA","Female/Male",41,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",348,"Stewart Detention Center","Stewart Detention Center","Lumpkin","GA","STWRTGA","146 Cca Road","31815","DIGSA","Male",1374,"faclist17","Dedicated Migrant Detention Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",350,"Strafford County Corrections","Strafford County Corrections","Dover","NH","STRAFNH","266 County Farm Road","03820","IGSA","Female/Male",29,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",351,"Suffolk County House of Corrections","Suffolk County House of Corrections","Boston","MA","SUFFOMA","20 Bradston Street","02118","IGSA","Female/Male",153,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",357,"Northwest ICE Processing Center","Northwest Detention Center","Tacoma","WA","CSCNWWA","1623 E. J Street","98421","CDF","Female/Male",1132,"faclist17","Private Migrant Detention Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",359,"Teller County Jail","Teller County Jail","Divide","CO","TELLECO","288 Weaverville Road","80814","IGSA","Female/Male",4,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",361,"Theo Lacy Facility","Theo Lacy Facility","Orange","CA","TLACYCA","501 The City Drive South","92868","IGSA","Male",271,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",367,"Tulsa County Jail (David L. Moss Justice Center)","Tulsa County Jail (David L. Moss Justice Center)","Tulsa","OK","TULCOOK","300 North Denver Avenue","74103","IGSA","Female/Male",122,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",371,"Val Verde Correctional Facility","Val Verde Correctional Facility","Del Rio","TX","VALVETX","253 Farm To Market 2523","78840","USMS IGA","Female/Male",12,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",373,"Virginia Peninsula Regional Jail","Virginia Peninsula Regional Jail","Williamsburg","VA","VPREGVA","9320 Merrimac Trail","23185","USMS IGA","Female/Male",39,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",374,"Wake County Sheriff Department","Wake County Sheriff Department","Raleigh","NC","WAKECNC","330 South Salisbury Street","27601","IGSA","Male",3,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",375,"Wakulla County Jail","Wakulla County Jail","Crawfordville","FL","WAKULFL","15 Oak Street","32327","IGSA","Male",56,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",380,"Washington County Jail (Purgatory Correctional Facility)","Washington County Jail (Purgatory Correctiona","Hurricane","UT","WASHCUT","L 750 South 5400 West","84737","USMS IGA","Male",4,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",381,"Washoe County Jail","Washoe County Jail","Reno","NV","WASHONV","911 Parr Boulevard","89512","USMS IGA","Male",14,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",385,"West Texas Detention Facility","West Texas Detention Facility","Sierra Blanca","TX","WTXDFTX","401 S. Vaquero Ave.","79851","USMS IGA","Female/Male",202,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",387,"Western Tennessee Detention Facility","Western Tennessee Detention Facility","Mason","TN","TNWESDF","6299 Finde Naifeh Drive","38049","USMS IGA","Male",6,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",389,"Whitfield County Jail","Whitfield County Jail","Dalton","GA","WHITFGA","805 Professional Blvd","30720","IGSA","Male",1,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",393,"Worcester County Jail","Worcester County Jail","Snow Hill","MD","WORCEMD","5022 Joyner Road","21863","IGSA","Female/Male",142,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",395,"Yakima County Department of Corrections","Yakima County Department of Corrections","Yakima","WA","YIKIMWA","111 North Front Street","98901","USMS IGA","Male",7,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",397,"York County Prison","York County Prison","York","PA","YORCOPA","3400 Concord Road","17402","IGSA","Female/Male",640,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",398,"Yuba County Jail","Yuba County Jail","Marysville","CA","YUBAJCA","215 5th Street","95901","IGSA","Female/Male",192,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",1001,"Atlanta City Detention Center","Atlanta City Detention Center","Atlanta","GA","ATLANGA","254 Peachtree Street Southwest","30303","USMS IGA","Female/Male",16,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",1003,"Contra Costa County Jail West","Contra Costa County Jail West","Richmond","CA","CONWECA","5555 Giant Highway","94806","USMS IGA","Female/Male",120,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",1004,"Rio Cosumnes Correctional. Center","Rio Cosumnes Correctional. Center","Elk Grove","CA","RIOCCCA","12500 Bruceville Road","95757","IGSA","Male",135,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",1006,"York County Detention Center","York County Detention Center","York","SC","YORCOSC","1675-3a York Hwy","29745","USMS IGA","Male",27,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",1007,"Willacy County Regional Detention Facility","Willacy County Regional Detention Facility","Raymondville","TX","WCRDFTX","1601 Buffalo Drive","78580","USMS IGA","Male",1,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",1008,"Ramsey County Adult Detention Center","Ramsey County Adult Detention Center","St. Paul","MN","RAADCMN","425 Grove Street","55101","USMS IGA","Female/Male",10,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",1009,"Dearborn Police Department","Dearborn Police Department","Dearborn","MI","DEAPDMI","16099 Michigan Ave","48126","IGSA","Female/Male",2,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",1010,"Wayne County Jail","Wayne County Jail","Lyons","NY","WAYNENY","7368 State Route 31","14489","USMS IGA","Female",1,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",1011,"Hall County Jail","Hall County Jail","Gainesville","GA","HALLJGA","1700 Barber Road","30507","USMS IGA","Male",1,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",1012,"Mecklenburg County Detention Center North","Mecklenburg County Detention Center North","Charlotte","NC","MECKLNC","5234 Spector Drive","28202","USMS IGA","Female/Male",1,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",1013,"Alexandria City Jail","Alexandria City Jail","Alexandria","VA","ALEXAVA","2003 Mill Road","22314","USMS IGA","Female/Male",1,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",1014,"Josephine County Jail","Josephine County Jail","Grants Pass","OR","JOSEPOR","1901 Northeast F Street","97526","USMS IGA","Male",1,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",1015,"Rock Island County Correctional Center","Rock Island County Correctional Center","Rock Island","IL","ROCKIIL","1317 3rd Avenue","61201","USMS IGA","Male",1,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",1016,"El Paso County Criminal Justice Center","El Paso County Criminal Justice Center","Colorado Springs","CO","ELPASCO","2739 East Las Vegas","80906","IGSA","Female/Male",27,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",1017,"Elgin Police Department","Elgin Police Department","Elgin","IL","ELGPDIL","151 Douglas Avenue","60120","IGSA","Male",1,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",1028,"Norfolk County Jail","Norfolk County Jail","Dedham","MA","NORFOMA","200 West Street","02026","USMS IGA","Female/Male",1,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",1035,"Bedford Heights City Jail","Bedford Heights City Jail","Bedford Hts","OH","BEDFOOH","5661 Perkins Road","44146","IGSA","Male",0.1,"faclist15","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",1038,"La Plata County Jail","La Plata County Jail","Durango","CO","LAPLACO","742 Turner Drive","81303","USMS IGA","Female/Male",0.1,"faclist15","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",1040,"Mississippi County Detention Center","Mississippi County Detention Center","Charleston","MO","MISCOMO","200 West Commercial Street","63834","IGSA","Male",2.8,"faclist15","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",1041,"Montgomery County Correctional Facility","Montgomery County Correctional Facility","Norristown","PA","MONTGPA","60 Eagleville Road","19403","USMS IGA","Female/Male",1.9,"faclist15","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",1044,"Ontario County Jail","Ontario County Jail","Canandaigua","NY","ONTARNY","3045 County Complex Drive","14424","USMS IGA","Female/Male",0.6,"faclist15","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",1051,"Santa Ana City Jail","Santa Ana City Jail","Santa Ana","CA","SACITCA","62 Civic Center Plaza","92701","IGSA","Female/Male",161.2,"faclist15","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",1052,"Tensas Parish Detention Center","Tensas Parish Detention Center","Waterproof","LA","TENSALA","8606 Hwy 65","71375","IGSA","Male",49.1,"faclist15","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY15",1053,"Utah County Jail","Utah County Jail","Spanish Fork","UT","UTAHCUT","3075 North Main Street","84660","IGSA","Female/Male",163.7,"faclist15","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY16",6,"Albany County Jail","Albany County Jail","Albany","NY","ALBCONY","840 Albany Shaker Road","12211","USMS IGA","Female/Male",29,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY16",8,"Allegany County Jail","Allegany County Jail","Belmont","NY","ALLEGNY","4884 State Route 19","14813","IGSA","Female",12,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY16",10,"Allen Parish Public Safety Complex","Allen Parish Public Safety Complex","Oberlin","LA","APPSCLA","7340 Highway 26 West","70655","IGSA","Male",18,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY16",16,"Baker County Sheriff's Office","Baker County Sheriff's Office","Macclenny","FL","BAKERFL","1 Sheriff Office Drive","32063","IGSA","Female/Male",188,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY16",17,"Baldwin County Correctional Center","Baldwin County Correctional Center","Bay Minette","AL","BALDWAL","200 Hand Ave.","36507","IGSA","Male",2,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY16",19,"Bedford Municipal Detention Center","Bedford Municipal Detention Center","Bedford","TX","BEDCITX","2121 L Don Dodson Drive","76021","IGSA","Female/Male",16,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY16",20,"Bergen County Jail","Bergen County Jail","Hackensack","NJ","BERGENJ","160 South River Street","07601","USMS IGA","Male",147,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY16",26,"Boone County Jail","Boone County Jail","Burlington","KY","BOONEKY","3020 Conrad Lane","41005","USMS IGA","Female/Male",142,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY16",30,"Bristol County Detention Center","Bristol County Detention Center","North Dartmouth","MA","BRINDMA","400 Faunce Corner Road","02747","IGSA","Female/Male",116,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY16",32,"Brooks County Detention Center","Brooks County Detention Center","Falfurrias","TX","BROKSTX","901 County Road 201","78355","USMS IGA","Male",23,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY16",36,"Broward Transitional Center","Broward Transitional Center","Pompano Beach","FL","WCCPBFL","3900 North Powerline Road","33073","CDF","Female/Male",618,"faclist17","Private Migrant Detention Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY16",38,"Buffalo (Batavia) Service Processing Center","Buffalo (Batavia) Service Processing Center","Batavia","NY","BTV","4250 Federal Drive","14020","SPC","Male",540,"faclist17","ICE Migrant Detention Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY16",40,"Burnet County Jail","Burnet County Jail","Burnet","TX","BURNETX","Jail Administrator","78611","IGSA","Female/Male",1,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY16",41,"Butler County Jail","Butler County Jail","El Dorado","KS","BUTLEKS","701 Se Stone Road","67042","USMS IGA","Female/Male",5,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY16",42,"Butler County Jail","Butler County Jail","Hamilton","OH","BUTLEOH","705 Hanover Street","45011","IGSA","Female/Male",81,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY16",45,"Caldwell County Detention Center","Caldwell County Detention Center","Kingston","MO","CALDWMO","280 West Main Street","64650","IGSA","Female/Male",21,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY16",46,"Calhoun County Correctional Center","Calhoun County Correctional Center","Battle Creek","MI","CALHOMI","185 East Michigan Avenue","49014","IGSA","Female/Male",148,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY16",50,"Cambria County Prison","Cambria County Jail","Ebensburg","PA","CAMBRPA","425 Manor Drive","15931","USMS IGA","Male",4,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
